server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_1,21:06:40,21:07:10,9089.42,9201.31,Network flood + Disk thrash suspected
server_1,21:06:50,21:07:20,9089.42,9201.31,Network flood + Disk thrash suspected
server_1,21:07:00,21:07:30,14451.23,9201.31,Network flood + Disk thrash suspected
server_1,21:07:10,21:07:40,14451.23,7727.8,Network flood + Disk thrash suspected
server_1,21:07:20,21:07:50,14451.23,1706.65,Possible DDoS
server_1,21:07:30,21:08:00,3432.65,1706.65,""
server_1,21:07:40,21:08:10,3432.65,563.12,""
server_1,21:07:50,21:08:20,994.3,80.59,""
server_1,21:08:00,21:08:30,972.54,173.99,""
server_1,21:08:10,21:08:40,972.54,173.99,""
server_1,21:08:20,21:08:50,17150.89,173.99,Possible DDoS
server_1,21:08:30,21:09:00,17150.89,84.75,Possible DDoS
server_1,21:08:40,21:09:10,17150.89,163.46,Possible DDoS
server_1,21:08:50,21:09:20,3375.94,1523.01,""
server_1,21:09:00,21:09:30,10764.99,1523.01,Possible DDoS
server_1,21:09:10,21:09:40,10764.99,1523.01,Possible DDoS
server_1,21:09:20,21:09:50,10764.99,151.6,Possible DDoS
server_1,21:09:30,21:10:00,925.13,108.36,""
server_1,21:09:40,21:10:10,1020.54,108.36,""
server_1,21:09:50,21:10:20,1020.54,140.71,""
server_1,21:10:00,21:10:30,2357.6,965.77,""
server_1,21:10:10,21:10:40,3322.49,1703.59,""
server_1,21:10:20,21:10:50,3322.49,8124.06,Disk thrash suspected
server_1,21:10:30,21:11:00,3322.49,8124.06,Disk thrash suspected
server_1,21:10:40,21:11:10,2295.49,8124.06,Disk thrash suspected
server_1,21:10:50,21:11:20,2295.49,6243.12,Disk thrash suspected
server_1,21:11:00,21:11:30,2295.49,9329.07,Disk thrash suspected
server_1,21:11:10,21:11:40,1018.77,9329.07,Disk thrash suspected
server_1,21:11:20,21:11:50,16900.38,9329.07,Network flood + Disk thrash suspected
server_1,21:11:30,21:12:00,16900.38,739.52,Possible DDoS
server_1,21:11:40,21:12:10,16900.38,739.52,Possible DDoS
server_1,21:11:50,21:12:20,9414.63,739.52,Possible DDoS
server_1,21:12:00,21:12:30,9414.63,1637.41,Possible DDoS
server_1,21:12:10,21:12:40,3148.28,1637.41,""
server_1,21:12:20,21:12:50,3148.28,1637.41,""
server_1,21:12:30,21:13:00,8266.8,114.11,Possible DDoS
server_1,21:12:40,21:13:10,8266.8,93.37,Possible DDoS
server_1,21:12:50,21:13:20,8266.8,3105.08,Possible DDoS
server_1,21:13:00,21:13:30,1117.94,3105.08,""
server_1,21:13:10,21:13:40,1117.94,3105.08,""
server_1,21:13:20,21:13:50,1117.94,682.61,""
server_1,21:13:30,21:14:00,3051.3,510.51,""
server_1,21:13:40,21:14:10,3051.3,510.51,""
server_1,21:13:50,21:14:20,3051.3,510.51,""
server_1,21:14:00,21:14:30,16310.16,157.7,Possible DDoS
server_1,21:14:10,21:14:40,16310.16,5653.09,Network flood + Disk thrash suspected
server_1,21:14:20,21:14:50,16310.16,5653.09,Network flood + Disk thrash suspected
server_1,21:14:30,21:15:00,15536.03,5653.09,Network flood + Disk thrash suspected
server_1,21:14:40,21:15:10,15536.03,919.53,Possible DDoS
server_1,21:14:50,21:15:20,3129.83,919.53,""
server_1,21:15:00,21:15:30,3129.83,919.53,""
server_1,21:15:10,21:15:40,17602.59,145.43,Possible DDoS
server_1,21:15:20,21:15:50,17602.59,5922.31,Network flood + Disk thrash suspected
server_1,21:15:30,21:16:00,17602.59,5922.31,Network flood + Disk thrash suspected
server_1,21:15:40,21:16:10,7352.08,5922.31,Network flood + Disk thrash suspected
server_1,21:15:50,21:16:20,7352.08,1772.88,Possible DDoS
server_1,21:16:00,21:16:30,3965.57,1772.88,""
server_1,21:16:10,21:16:40,3965.57,6963.3,Disk thrash suspected
server_1,21:16:20,21:16:50,1015.92,9871.78,Disk thrash suspected
server_1,21:16:30,21:17:00,18472.75,9871.78,Network flood + Disk thrash suspected
server_1,21:16:40,21:17:10,18472.75,9871.78,Network flood + Disk thrash suspected
server_1,21:16:50,21:17:20,18472.75,152.66,Possible DDoS
server_1,21:17:00,21:17:30,7696.64,1187.17,Possible DDoS
server_1,21:17:10,21:17:40,3573.86,1264.28,""
server_1,21:17:20,21:17:50,3573.86,8606.7,Disk thrash suspected
server_1,21:17:30,21:18:00,3573.86,8606.7,Disk thrash suspected
server_1,21:17:40,21:18:10,867.29,8606.7,Disk thrash suspected
server_1,21:17:50,21:18:20,4483.59,6605.8,Network flood + Disk thrash suspected
server_1,21:18:00,21:18:30,6339.09,529.96,Possible DDoS
server_1,21:18:10,21:18:40,6339.09,529.96,Possible DDoS
server_1,21:18:20,21:18:50,6339.09,169.23,Possible DDoS
server_1,21:18:30,21:19:00,927.43,6215.94,Disk thrash suspected
server_1,21:18:40,21:19:10,875.66,6215.94,Disk thrash suspected
server_1,21:18:50,21:19:20,969.69,6215.94,Disk thrash suspected
server_1,21:19:00,21:19:30,969.69,3647.44,""
server_1,21:19:10,21:19:40,18912.41,162.6,Possible DDoS
server_1,21:19:20,21:19:50,18912.41,135.19,Possible DDoS
server_1,21:19:30,21:20:00,18912.41,1287.83,Possible DDoS
server_1,21:19:40,21:20:10,8169.21,1287.83,Possible DDoS
server_1,21:19:50,21:20:20,8169.21,4489.1,Network flood + Disk thrash suspected
server_1,21:20:00,21:20:30,8169.21,9019.36,Network flood + Disk thrash suspected
server_1,21:20:10,21:20:40,539.4,9019.36,Disk thrash suspected
server_1,21:20:20,21:20:50,539.4,9019.36,Disk thrash suspected
server_1,21:20:30,21:21:00,513.76,106.23,""
server_1,21:20:40,21:21:10,17860.18,9873.05,Network flood + Disk thrash suspected
server_1,21:20:50,21:21:20,17860.18,9873.05,Network flood + Disk thrash suspected
server_1,21:21:00,21:21:30,17860.18,9873.05,Network flood + Disk thrash suspected
server_1,21:21:10,21:21:40,4786.54,8746.66,Network flood + Disk thrash suspected
server_1,21:21:20,21:21:50,804.3,8746.66,Disk thrash suspected
server_1,21:21:30,21:22:00,896.56,4146.28,Disk thrash suspected
server_1,21:21:40,21:22:10,896.56,4146.28,Disk thrash suspected
server_1,21:21:50,21:22:20,8444.81,3195.06,Possible DDoS
server_1,21:22:00,21:22:30,8444.81,3195.06,Possible DDoS
server_1,21:22:10,21:22:40,8444.81,1559.63,Possible DDoS
server_1,21:22:20,21:22:50,940.12,157.14,""
server_1,21:22:30,21:23:00,940.12,5486.34,Disk thrash suspected
server_1,21:22:40,21:23:10,17660.53,5486.34,Network flood + Disk thrash suspected
server_1,21:22:50,21:23:20,17660.53,5486.34,Network flood + Disk thrash suspected
server_1,21:23:00,21:23:30,17660.53,135.15,Possible DDoS
server_1,21:23:10,21:23:40,8650.76,92.18,Possible DDoS
server_1,21:23:20,21:23:50,1064.36,68.75,""
server_1,21:23:30,21:24:00,1064.36,103.43,""
server_1,21:23:40,21:24:10,10594.58,141.89,Possible DDoS
server_1,21:23:50,21:24:20,10594.58,141.89,Possible DDoS
server_1,21:24:00,21:24:30,10594.58,147.68,Possible DDoS
server_1,21:24:10,21:24:40,877.19,147.68,""
server_1,21:24:20,21:24:50,877.19,147.68,""
server_1,21:24:30,21:25:00,2983.86,645.07,""
server_1,21:24:40,21:25:10,2983.86,645.07,""
server_1,21:24:50,21:25:20,2983.86,645.07,""
server_1,21:25:00,21:25:30,874.75,164.49,""
server_1,21:25:10,21:25:40,1001.48,7235.85,Disk thrash suspected
server_1,21:25:20,21:25:50,1034.54,7235.85,Disk thrash suspected
server_1,21:25:30,21:26:00,7799.31,7235.85,Network flood + Disk thrash suspected
server_1,21:25:40,21:26:10,11537.34,153.68,Possible DDoS
server_1,21:25:50,21:26:20,11537.34,153.68,Possible DDoS
server_1,21:26:00,21:26:30,11537.34,7865.49,Network flood + Disk thrash suspected
server_1,21:26:10,21:26:40,993.68,7865.49,Disk thrash suspected
server_1,21:26:20,21:26:50,4467.4,7865.49,Network flood + Disk thrash suspected
server_1,21:26:30,21:27:00,4467.4,1952.07,Possible DDoS
server_1,21:26:40,21:27:10,4467.4,1952.07,Possible DDoS
server_1,21:26:50,21:27:20,3912.56,1952.07,""
server_1,21:27:00,21:27:30,2514.06,1152.61,""
server_1,21:27:10,21:27:40,997.03,77.24,""
server_1,21:27:20,21:27:50,997.03,8981.06,Disk thrash suspected
server_1,21:27:30,21:28:00,997.03,8981.06,Disk thrash suspected
server_1,21:27:40,21:28:10,10451.22,8981.06,Network flood + Disk thrash suspected
server_1,21:27:50,21:28:20,10451.22,8033.61,Network flood + Disk thrash suspected
server_1,21:28:00,21:28:30,10451.22,8033.61,Network flood + Disk thrash suspected
server_1,21:28:10,21:28:40,992.08,8033.61,Disk thrash suspected
server_1,21:28:20,21:28:50,17407.5,5576.71,Network flood + Disk thrash suspected
server_1,21:28:30,21:29:00,17407.5,5576.71,Network flood + Disk thrash suspected
server_1,21:28:40,21:29:10,17407.5,869.6,Possible DDoS
server_1,21:28:50,21:29:20,16925.37,869.6,Possible DDoS
server_1,21:29:00,21:29:30,11066.85,1560.38,Possible DDoS
server_1,21:29:10,21:29:40,11066.85,1560.38,Possible DDoS
server_1,21:29:20,21:29:50,4371.8,1560.38,Possible DDoS
server_1,21:29:30,21:30:00,11952.63,603.24,Possible DDoS
server_1,21:29:40,21:30:10,17916.03,603.24,Possible DDoS
server_1,21:29:50,21:30:20,17916.03,88.92,Possible DDoS
server_1,21:30:00,21:30:30,17916.03,4166.98,Network flood + Disk thrash suspected
server_1,21:30:10,21:30:40,8431.16,4166.98,Network flood + Disk thrash suspected
server_1,21:30:20,21:30:50,8431.16,4166.98,Network flood + Disk thrash suspected
server_1,21:30:30,21:31:00,8431.16,628.88,Possible DDoS
server_1,21:30:40,21:31:10,528.94,126.38,""
server_1,21:30:50,21:31:20,1006.42,126.38,""
server_1,21:31:00,21:31:30,1006.42,126.38,""
server_1,21:31:10,21:31:40,3573.5,1457.97,""
server_1,21:31:20,21:31:50,3573.5,1457.97,""
server_1,21:31:30,21:32:00,3573.5,6644.8,Disk thrash suspected
server_1,21:31:40,21:32:10,475.82,6644.8,Disk thrash suspected
server_1,21:31:50,21:32:20,745.73,6644.8,Disk thrash suspected
server_1,21:32:00,21:32:30,1068.4,126.44,""
server_1,21:32:10,21:32:40,2909.06,6245.52,Disk thrash suspected
server_1,21:32:20,21:32:50,11139.08,6245.52,Network flood + Disk thrash suspected
server_1,21:32:30,21:33:00,11139.08,6245.52,Network flood + Disk thrash suspected
server_1,21:32:40,21:33:10,11139.08,118.31,Possible DDoS
server_1,21:32:50,21:33:20,639.39,8095.79,Disk thrash suspected
server_1,21:33:00,21:33:30,836.84,8095.79,Disk thrash suspected
server_1,21:33:10,21:33:40,836.84,8095.79,Disk thrash suspected
server_1,21:33:20,21:33:50,12623.31,4455.02,Network flood + Disk thrash suspected
server_1,21:33:30,21:34:00,12623.31,6280.43,Network flood + Disk thrash suspected
server_1,21:33:40,21:34:10,12623.31,6280.43,Network flood + Disk thrash suspected
server_1,21:33:50,21:34:20,10558.32,6280.43,Network flood + Disk thrash suspected
server_1,21:34:00,21:34:30,10558.32,5204.28,Network flood + Disk thrash suspected
server_1,21:34:10,21:34:40,4812.49,5204.28,Network flood + Disk thrash suspected
server_1,21:34:20,21:34:50,2649.05,1053.12,""
server_1,21:34:30,21:35:00,2649.05,4456.25,Disk thrash suspected
server_1,21:34:40,21:35:10,1865.97,4456.25,Disk thrash suspected
server_1,21:34:50,21:35:20,935.16,4456.25,Disk thrash suspected
server_1,21:35:00,21:35:30,935.16,133.94,""
server_1,21:35:10,21:35:40,935.16,133.94,""
server_1,21:35:20,21:35:50,931.32,8733.49,Disk thrash suspected
server_1,21:35:30,21:36:00,695.94,8733.49,Disk thrash suspected
server_1,21:35:40,21:36:10,695.94,8733.49,Disk thrash suspected
server_1,21:35:50,21:36:20,957.14,138.33,""
server_1,21:36:00,21:36:30,16397.37,138.33,Possible DDoS
server_1,21:36:10,21:36:40,16397.37,5081.25,Network flood + Disk thrash suspected
server_1,21:36:20,21:36:50,16397.37,5081.25,Network flood + Disk thrash suspected
server_1,21:36:30,21:37:00,1116.83,5081.25,Disk thrash suspected
server_1,21:36:40,21:37:10,4032.49,4043.62,Disk thrash suspected
server_1,21:36:50,21:37:20,4032.49,1516.49,""
server_1,21:37:00,21:37:30,4032.49,5505.66,Disk thrash suspected
server_1,21:37:10,21:37:40,966.93,5505.66,Disk thrash suspected
server_1,21:37:20,21:37:50,16722.68,5505.66,Network flood + Disk thrash suspected
server_1,21:37:30,21:38:00,16722.68,154.19,Possible DDoS
server_1,21:37:40,21:38:10,16722.68,154.19,Possible DDoS
server_1,21:37:50,21:38:20,1006.16,205.38,""
server_1,21:38:00,21:38:30,12713.62,205.38,Possible DDoS
server_1,21:38:10,21:38:40,12713.62,1801.72,Possible DDoS
server_1,21:38:20,21:38:50,12713.62,7216.96,Network flood + Disk thrash suspected
server_1,21:38:30,21:39:00,2284.28,7216.96,Disk thrash suspected
server_1,21:38:40,21:39:10,19786.5,7216.96,Network flood + Disk thrash suspected
server_1,21:38:50,21:39:20,19786.5,3868.01,Network flood + Disk thrash suspected
server_1,21:39:00,21:39:30,19786.5,3868.01,Network flood + Disk thrash suspected
server_1,21:39:10,21:39:40,19525.05,110.05,Possible DDoS
server_1,21:39:20,21:39:50,17510.89,110.05,Possible DDoS
server_1,21:39:30,21:40:00,829.34,110.05,""
server_1,21:39:40,21:40:10,645.36,8447.7,Disk thrash suspected
server_1,21:39:50,21:40:20,2964.32,8447.7,Disk thrash suspected
server_1,21:40:00,21:40:30,2964.32,8447.7,Disk thrash suspected
server_1,21:40:10,21:40:40,11117.44,1725.74,Possible DDoS
server_1,21:40:20,21:40:50,11117.44,1725.74,Possible DDoS
server_1,21:40:30,21:41:00,11117.44,1725.74,Possible DDoS
server_1,21:40:40,21:41:10,2834.26,1309.03,""
server_1,21:40:50,21:41:20,2834.26,942.25,""
server_1,21:41:00,21:41:30,3012.77,1918.34,""
server_1,21:41:10,21:41:40,12545.59,1918.34,Possible DDoS
server_1,21:41:20,21:41:50,12545.59,1918.34,Possible DDoS
server_1,21:41:30,21:42:00,12545.59,971.15,Possible DDoS
server_1,21:41:40,21:42:10,1740.06,1143.45,""
server_1,21:41:50,21:42:20,4698.58,1901.44,Possible DDoS
server_1,21:42:00,21:42:30,4698.58,1901.44,Possible DDoS
server_1,21:42:10,21:42:40,4698.58,1901.44,Possible DDoS
server_1,21:42:20,21:42:50,19778.92,712.73,Possible DDoS
server_1,21:42:30,21:43:00,19778.92,1558.23,Possible DDoS
server_1,21:42:40,21:43:10,19778.92,1558.23,Possible DDoS
server_1,21:42:50,21:43:20,3687.55,1558.23,""
server_1,21:43:00,21:43:30,3687.55,1322.68,""
server_1,21:43:10,21:43:40,3687.55,1322.68,""
server_1,21:43:20,21:43:50,10643.6,5952.23,Network flood + Disk thrash suspected
server_1,21:43:30,21:44:00,10643.6,5952.23,Network flood + Disk thrash suspected
server_1,21:43:40,21:44:10,10643.6,5952.23,Network flood + Disk thrash suspected
server_1,21:43:50,21:44:20,1136.6,899.14,""
server_1,21:44:00,21:44:30,4484.04,1427.54,Possible DDoS
server_1,21:44:10,21:44:40,4484.04,1427.54,Possible DDoS
server_1,21:44:20,21:44:50,4484.04,1427.54,Possible DDoS
server_1,21:44:30,21:45:00,4008.03,4454.53,Disk thrash suspected
server_1,21:44:40,21:45:10,4269.33,8209.26,Disk thrash suspected
server_1,21:44:50,21:45:20,4269.33,8209.26,Disk thrash suspected
server_1,21:45:00,21:45:30,4269.33,8209.26,Disk thrash suspected
server_1,21:45:10,21:45:40,671.82,128.92,""
server_1,21:45:20,21:45:50,793.44,128.92,""
server_1,21:45:30,21:46:00,6414.59,172.54,Possible DDoS
server_1,21:45:40,21:46:10,6414.59,1962.83,Possible DDoS
server_1,21:45:50,21:46:20,6414.59,1962.83,Possible DDoS
server_1,21:46:00,21:46:30,3948.33,1962.83,""
server_1,21:46:10,21:46:40,5211.42,151.89,Possible DDoS
server_1,21:46:20,21:46:50,17944.2,151.89,Possible DDoS
server_1,21:46:30,21:47:00,17944.2,151.89,Possible DDoS
server_1,21:46:40,21:47:10,17944.2,150.09,Possible DDoS
server_1,21:46:50,21:47:20,1718.28,1665.43,""
server_1,21:47:00,21:47:30,15090.57,1665.43,Possible DDoS
server_1,21:47:10,21:47:40,15090.57,8251.08,Network flood + Disk thrash suspected
server_1,21:47:20,21:47:50,15090.57,8251.08,Network flood + Disk thrash suspected
server_1,21:47:30,21:48:00,779.4,8251.08,Disk thrash suspected
server_1,21:47:40,21:48:10,779.4,7523.26,Disk thrash suspected
server_1,21:47:50,21:48:20,3975.18,7523.26,Disk thrash suspected
server_1,21:48:00,21:48:30,3975.18,7523.26,Disk thrash suspected
server_1,21:48:10,21:48:40,3975.18,3945.56,Disk thrash suspected
server_1,21:48:20,21:48:50,4056.75,3945.56,Disk thrash suspected
server_1,21:48:30,21:49:00,4056.75,3945.56,Disk thrash suspected
server_1,21:48:40,21:49:10,4819.92,3047.8,Possible DDoS
server_1,21:48:50,21:49:20,4819.92,3047.8,Possible DDoS
server_1,21:49:00,21:49:30,8597.45,1456.0,Possible DDoS
server_1,21:49:10,21:49:40,8597.45,1285.61,Possible DDoS
server_1,21:49:20,21:49:50,8597.45,1285.61,Possible DDoS
server_1,21:49:30,21:50:00,2591.01,1285.61,""
server_1,21:49:40,21:50:10,12650.79,174.18,Possible DDoS
server_1,21:49:50,21:50:20,12650.79,1610.9,Possible DDoS
server_1,21:50:00,21:50:30,12650.79,1610.9,Possible DDoS
server_1,21:50:10,21:50:40,1495.92,1610.9,""
server_1,21:50:20,21:50:50,1863.61,1238.4,""
server_1,21:50:30,21:51:00,17192.51,1238.4,Possible DDoS
server_1,21:50:40,21:51:10,17192.51,1238.4,Possible DDoS
server_1,21:50:50,21:51:20,17192.51,144.57,Possible DDoS
server_1,21:51:00,21:51:30,2961.83,917.1,""
server_1,21:51:10,21:51:40,2961.83,917.1,""
server_1,21:51:20,21:51:50,4892.19,1787.22,Possible DDoS
server_1,21:51:30,21:52:00,4892.19,1787.22,Possible DDoS
server_1,21:51:40,21:52:10,12213.29,1787.22,Possible DDoS
server_1,21:51:50,21:52:20,12213.29,523.74,Possible DDoS
server_1,21:52:00,21:52:30,12213.29,523.74,Possible DDoS
server_1,21:52:10,21:52:40,3926.02,1064.74,""
server_1,21:52:20,21:52:50,3926.02,1064.74,""
server_1,21:52:30,21:53:00,3926.02,1698.28,""
server_1,21:52:40,21:53:10,2631.85,1698.28,""
server_1,21:52:50,21:53:20,2267.23,1698.28,""
server_1,21:53:00,21:53:30,2929.82,1506.5,""
server_1,21:53:10,21:53:40,6812.03,1506.5,Possible DDoS
server_1,21:53:20,21:53:50,6812.03,1506.5,Possible DDoS
server_1,21:53:30,21:54:00,7894.25,1091.43,Possible DDoS
server_1,21:53:40,21:54:10,7894.25,1091.43,Possible DDoS
server_1,21:53:50,21:54:20,12410.48,100.86,Possible DDoS
server_1,21:54:00,21:54:30,12410.48,90.51,Possible DDoS
server_1,21:54:10,21:54:40,12410.48,119.54,Possible DDoS
server_1,21:54:20,21:54:50,14937.92,720.08,Possible DDoS
server_1,21:54:30,21:55:00,14937.92,720.08,Possible DDoS
server_1,21:54:40,21:55:10,14937.92,7707.63,Network flood + Disk thrash suspected
server_1,21:54:50,21:55:20,3260.39,7707.63,Disk thrash suspected
server_1,21:55:00,21:55:30,3260.39,7707.63,Disk thrash suspected
server_1,21:55:10,21:55:40,3260.39,6368.87,Disk thrash suspected
server_1,21:55:20,21:55:50,924.56,6368.87,Disk thrash suspected
server_1,21:55:30,21:56:00,924.56,105.55,""
server_1,21:55:40,21:56:10,3828.57,7716.29,Disk thrash suspected
server_1,21:55:50,21:56:20,3828.57,7716.29,Disk thrash suspected
server_1,21:56:00,21:56:30,3828.57,7716.29,Disk thrash suspected
server_1,21:56:10,21:56:40,12867.81,6229.14,Network flood + Disk thrash suspected
server_1,21:56:20,21:56:50,12867.81,6229.14,Network flood + Disk thrash suspected
server_1,21:56:30,21:57:00,12867.81,6229.14,Network flood + Disk thrash suspected
server_1,21:56:40,21:57:10,9044.79,1671.75,Possible DDoS
server_1,21:56:50,21:57:20,4773.14,1671.75,Possible DDoS
server_1,21:57:00,21:57:30,380.9,91.2,""
server_1,21:57:10,21:57:40,994.98,3876.0,Disk thrash suspected
server_1,21:57:20,21:57:50,3416.12,3876.0,Disk thrash suspected
server_1,21:57:30,21:58:00,3416.12,3876.0,Disk thrash suspected
server_1,21:57:40,21:58:10,3416.12,1688.27,""
server_1,21:57:50,21:58:20,963.97,169.53,""
server_1,21:58:00,21:58:30,963.97,178.0,""
server_1,21:58:10,21:58:40,915.86,178.0,""
server_1,21:58:20,21:58:50,780.23,7999.6,Disk thrash suspected
server_1,21:58:30,21:59:00,780.23,7999.6,Disk thrash suspected
server_1,21:58:40,21:59:10,780.23,7999.6,Disk thrash suspected
server_1,21:58:50,21:59:20,634.13,7123.75,Disk thrash suspected
server_1,21:59:00,21:59:30,976.69,7123.75,Disk thrash suspected
server_1,21:59:10,21:59:40,976.69,9466.12,Disk thrash suspected
server_1,21:59:20,21:59:50,976.69,9466.12,Disk thrash suspected
server_1,21:59:30,22:00:00,17705.56,9466.12,Network flood + Disk thrash suspected
server_1,21:59:40,22:00:10,17705.56,100.8,Possible DDoS
server_1,21:59:50,22:00:20,17705.56,100.8,Possible DDoS
server_1,22:00:00,22:00:30,925.34,100.8,""
server_1,22:00:10,22:00:40,1217.2,1351.1,""
server_1,22:00:20,22:00:50,2112.56,1384.19,""
server_1,22:00:30,22:01:00,2112.56,9612.61,Disk thrash suspected
server_1,22:00:40,22:01:10,2112.56,9612.61,Disk thrash suspected
server_1,22:00:50,22:01:20,3624.11,9612.61,Disk thrash suspected
server_1,22:01:00,22:01:30,3624.11,9377.95,Disk thrash suspected
server_1,22:01:10,22:01:40,13244.11,9377.95,Network flood + Disk thrash suspected
server_1,22:01:20,22:01:50,13244.11,193.37,Possible DDoS
server_1,22:01:30,22:02:00,13244.11,1615.84,Possible DDoS
server_1,22:01:40,22:02:10,4583.64,7004.57,Network flood + Disk thrash suspected
server_1,22:01:50,22:02:20,4583.64,7004.57,Network flood + Disk thrash suspected
